id,name,pos,team,set-id,set-userid,set-name,ssn-gms,ssn-ssn,pass-2pt,pass-att,pass-cmp,pass-1d,pass-int,pass-sck,pass-td,pass-yds,rush-2pt,rush-car,rush-1d,rush-td,rush-yds,rec-2pt,rec-1d,rec-rec,rec-tgt,rec-td,rec-yds,fum-lost,kck-xpa,kck-xpc,kck-xpm,kck-fga,kck-fgc,kck-fgm,idp-2pr,idp-ast,idp-blk,idp-fmr,idp-fmf,idp-int,idp-pd,idp-sck,idp-saf,idp-tac,idp-tfl,idp-td,tmd-2pr,tmd-blk,tmd-fmf,tmd-fmr,tmd-int,tmd-pa,tmd-sck,tmd-saf,tmd-td,tmd-ya,pr-td,pr-yds,kr-td,kr-yds
JohnEm00,Emmett Johnson,rb,KC,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,49,9.69,1.5,204,0,5.052,12,16.6,0.4,92,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TrauAd00,Adam Trautman,te,DEN,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.184,14.9,23.6,1.2,171,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MoonDa00,Darnell Mooney,wr,NYG,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.937,18.4,33.1,1.9,268,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HiggEl00,Elijah Higgins,te,ARI,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.995,16.5,25.2,1.2,148,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SmitBr00,Brashard Smith,rb,KC,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,44,8.748,1.4,183,0,5.376,12.7,17.7,0.4,97,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlleKe00,Keenan Allen,wr,FA,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.37,19,30,2,240,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WhylJo00,Josh Whyle,te,GB,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.293,14.7,21.9,1.3,139,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AtweTu00,Tutu Atwell,wr,MIA,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.234,20.1,33.6,0.9,272,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TremTo00,Tommy Tremble,te,CAR,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.158,14.6,22.9,1,138,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BlueJa01,Jaydon Blue,rb,DAL,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,51,10.6,2,214,0,2.595,7,9.8,0.3,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MimsMa00,Marvin Mims Jr.,wr,DEN,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,10,2.462,0.1,59,0,9.588,16.3,26.1,1.3,208,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WalkJa01,Jahdae Walker,wr,CHI,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,1,0.24,0,6,0,10.344,17.1,30.3,1.9,222,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BellDa03,Daniel Bellinger,te,TEN,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.996,13.7,21.8,0.9,142,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MingJo00,Jonathan Mingo,wr,DAL,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.857,17.9,32.5,1.6,236,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OlivJo00,Josh Oliver,te,MIN,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.645,12.8,19.3,1.1,136,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AllxEr00,Erick All Jr.,te,CIN,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.699,13.1,21.3,1,136,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AustCa00,Calvin Austin III,wr,NYG,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.019,17.3,30.4,1.4,250,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SandJa00,Ja'Tavion Sanders,te,CAR,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,13.7,20.8,0.9,134,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HortTo00,Tory Horton,wr,SEA,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.695,17,30.3,1.6,239,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BrowDy00,Dyami Brown,wr,WAS,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.073,19.2,31.1,1.1,236,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PalmJo01,Joshua Palmer,wr,BUF,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.587,16.6,28.6,1.3,242,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoopAu00,Austin Hooper,te,ATL,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.618,13,19.4,0.6,138,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaneJa01,Ja'Kobi Lane,wr,BAL,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.236,16.7,29.9,1.5,226,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColeJo00,Jonah Coleman,rb,DEN,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,55,10.752,1.6,228,0,2.055,5.9,8.1,0.2,44,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaviMa02,Malik Davis,rb,DAL,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,43,8.974,1.7,181,0,2.919,7.7,10.7,0.3,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DikeCh00,Chimere Dike,wr,TEN,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,5,1.302,0.1,30,0,9.345,15.3,27.5,1.3,209,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpanBr00,Brevyn Spann-Ford,te,DAL,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.484,11,18,1,112,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThorDo00,Dont'e Thornton Jr.,wr,LV,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.074,16.5,29.5,1.1,226,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DuliAs00,Ashton Dulin,wr,IND,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.777,16.8,27.5,1.2,211,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SinnBe00,Ben Sinnott,te,WAS,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.592,11.2,18.1,0.7,117,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GordOl00,Ollie Gordon II,rb,MIA,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,49,9.65,1.5,203,0,2.082,5.9,8.4,0.2,45,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FeltTa00,Tai Felton,wr,MIN,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.804,16.7,30.1,1.1,214,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BurkTr00,Treylon Burks,wr,WAS,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.507,15.6,28,1.3,212,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ConnJa00,James Conner,rb,ARI,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,44,9.064,1.2,196,0,2.73,7.2,9.7,0.1,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BranZa00,Zachariah Branch,wr,ATL,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.804,16.3,29,1,219,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AyomEl00,Elic Ayomanor,wr,TEN,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.345,15.3,27.5,1.3,209,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlleCy00,Cyrus Allen,wr,KC,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.372,15.5,27.7,1.2,209,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BellSk00,Skyler Bell,wr,BUF,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.886,14.3,25.9,1.5,200,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaviIs00,Isaiah Davis,rb,NYJ,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,25,4.834,0.7,103,0,5.349,12.5,16.8,0.3,99,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TillCe00,Cedric Tillman,wr,CLE,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.615,17.1,30.3,0.8,206,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MoreFo00,Foster Moreau,te,HOU,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89,9.4,14.8,0.7,109,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MetcJo00,John Metchie III,wr,CAR,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.453,16.9,28.5,0.9,201,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RariEl00,Eli Raridon,te,NE,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.458,9.2,14.7,1,92,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MumpKo00,Konata Mumpfield,wr,LAR,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,3,0.64,0,16,0,8.211,13.6,24.1,1.5,182,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BrooTa00,Tahj Brooks,rb,CIN,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,52,10.17,1.5,216,0,1.137,4,5.6,0.1,30,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WrigBr00,Brock Wright,te,DET,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.458,9.6,14.7,0.9,89,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GiddDJ00,DJ Giddens,rb,IND,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,33,6.58,1,139,0,3.675,9.4,12.9,0.3,68,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlieMo00,Mo Alie-Cox,te,IND,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.593,9.5,14.7,0.7,97,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KolaCh00,Charlie Kolar,te,LAC,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.647,9.5,15.6,0.5,101,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WrigJa04,Jaylen Wright,rb,MIA,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,38,7.198,0.9,157,0,2.973,7.8,11.6,0.2,59,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JohnTe01,Tez Johnson,wr,TB,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.103,13.3,23.1,1.3,183,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McCaLu00,Luke McCaffrey,wr,WAS,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,15,24.9,0.9,181,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SimsBe00,Ben Sims,te,MIA,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.107,8.8,14.7,0.4,89,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WilsEm00,Emanuel Wilson,rb,SEA,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,41,8.18,1,179,0,1.785,5.3,7.2,0.2,40,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EvanMi01,Mitchell Evans,te,CAR,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,8.1,13.1,0.6,83,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SingNi00,Nicholas Singleton,rb,TEN,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,41,8.206,1.3,172,0,1.407,4.5,6.3,0.1,35,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RandAd00,Adam Randall,rb,BAL,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,37,7.424,1.2,155,0,1.839,5.4,7.5,0.2,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HibnMa00,Matt Hibner,te,BAL,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378,7.2,11.6,0.7,75,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ShipWi00,Will Shipley,rb,PHI,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,28,5.354,0.7,116,0,3.648,9.3,13.2,0.2,69,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RuckJe00,Jeremy Ruckert,te,NYJ,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,8.4,13,0.5,71,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DougDe00,DeMario Douglas,wr,NE,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,8,1.822,0.1,43,0,6.51,13.1,20.5,0.9,130,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KleiMa00,Marlin Klein,te,HOU,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.297,7.2,11.6,0.6,73,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SingDe00,Devin Singletary,rb,NYG,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,38,7.078,0.9,154,0,2.163,6.2,8.7,0.1,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McNiJe00,Jeremy McNichols,rb,WAS,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,22,4.514,0.7,95,0,3.837,9.9,13.5,0.2,70,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FarrLu00,Luke Farrell,te,SF,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.189,7.7,12.2,0.5,65,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StolJa00,Jack Stoll,te,CLE,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.297,7.3,11.9,0.4,74,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RoyaJa00,Jalen Royals,wr,KC,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,1,0.24,0,6,0,7.131,12.1,21.6,1,162,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BurkDe00,Deion Burks,wr,IND,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.239,12.7,22.4,0.9,161,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HursTe00,Ted Hurst III,wr,TB,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.915,11.5,20.1,1.1,159,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MendFe00,Fernando Mendoza,qb,LV,66919,268,Maurile Tremblay,6.1,0,0,202,122,70.84,6.5,0,7,1367,0,20,3.652,0.6,76,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MillKe00,Kendre Miller,rb,NO,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,40,7.558,0.9,166,0,1.353,4.3,6.3,0.1,35,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SandRa00,Raheim Sanders,rb,CLE,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,37,7.18,1,154,0,1.461,4.7,6.5,0.1,35,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JuszKy00,Kyle Juszczyk,rb,SF,66919,268,Maurile Tremblay,15,0,0,0,0,0,0,0,0,0,0,3,0.52,0,13,0,6.618,15.4,22.6,0.3,117,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CuevJo00,Josh Cuevas,te,BAL,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.622,5.9,9.5,0.5,62,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HudsTa00,Tanner Hudson,te,CIN,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.379,6,9,0.4,53,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArkiTa00,Tanner Arkin,te,NE,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.352,5.6,9.1,0.4,56,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SmytDu00,Durham Smythe,te,BAL,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.217,5.4,8.4,0.4,53,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DurhPa00,Payne Durham,te,TB,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.163,5.1,8,0.4,54,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StovCa00,Cade Stover,te,HOU,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.136,5.5,8.5,0.3,50,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MusgLu00,Luke Musgrave,te,GB,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.055,5.1,7.7,0.3,51,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MorrQu00,Quintin Morris,te,JAX,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.001,4.9,8.2,0.3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalbJJ00,JJ Galbreath,te,FA,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.785,4.5,7.4,0.4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BateJo00,John Bates,te,WAS,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.839,4.9,7.6,0.3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SaubEr00,Eric Saubert,te,SEA,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.758,4.6,7.5,0.2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CulpDe00,Devin Culp,te,TB,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.488,3.8,6,0.4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RaymKa00,Kalif Raymond,wr,CHI,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.511,9.6,15.1,1,127,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BoerNa00,Nate Boerkircher,te,JAX,66919,268,Maurile Tremblay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.434,3.8,6.1,0.4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
